images,label,size_kb,dimensions
./train/dent/5211.jpg,dent,205.051,"(1337, 1002)"
./train/dent/5213.jpg,dent,205.796,"(1262, 946)"
./train/dent/5218.jpg,dent,108.702,"(1192, 894)"
./train/dent/5222.jpg,dent,144.583,"(878, 658)"
./train/dent/5225.jpg,dent,97.888,"(871, 653)"
./train/dent/5229.jpg,dent,101.721,"(877, 657)"
./train/dent/5234.jpg,dent,76.431,"(853, 639)"
./train/dent/5245.jpg,dent,92.531,"(900, 675)"
./train/dent/5246.jpg,dent,89.623,"(866, 649)"
./train/dent/5247.jpg,dent,97.638,"(1418, 1063)"
./train/dent/5254.jpg,dent,80.359,"(837, 627)"
./train/dent/5260.jpg,dent,105.737,"(1298, 973)"
./train/dent/5275.jpg,dent,232.913,"(1371, 1028)"
./train/dent/528.jpg,dent,204.061,"(1220, 915)"
./train/dent/5280.jpg,dent,161.616,"(1469, 1101)"
./train/dent/5282.jpg,dent,54.204,"(853, 639)"
./train/dent/5293.jpg,dent,211.266,"(1301, 975)"
./train/dent/5296.jpg,dent,149.054,"(1144, 858)"
./train/dent/530.jpg,dent,181.801,"(1185, 888)"
./train/dent/5303.jpg,dent,185.276,"(894, 670)"
./train/dent/5307.jpg,dent,229.249,"(1288, 966)"
./train/dent/5308.jpg,dent,152.048,"(1326, 994)"
./train/dent/5310.jpg,dent,243.859,"(1424, 1068)"
./train/dent/5311.jpg,dent,97.79,"(893, 669)"
./train/dent/5313.jpg,dent,42.426,"(807, 605)"
./train/dent/5314.jpg,dent,142.457,"(866, 649)"
./train/dent/5317.jpg,dent,92.797,"(857, 642)"
./train/dent/5320.jpg,dent,331.621,"(1273, 954)"
./train/dent/5322.jpg,dent,225.264,"(1471, 1103)"
./train/dent/5324.jpg,dent,76.881,"(816, 612)"
./train/dent/5327.jpg,dent,110.187,"(1210, 907)"
./train/dent/5330.jpg,dent,114.505,"(805, 603)"
./train/dent/5332.jpg,dent,99.044,"(1265, 948)"
./train/dent/5335.jpg,dent,63.263,"(816, 612)"
./train/dent/5340.jpg,dent,164.266,"(1405, 1053)"
./train/dent/5345.jpg,dent,85.537,"(900, 675)"
./train/dent/5347.jpg,dent,71.197,"(814, 610)"
./train/dent/5348.jpg,dent,129.472,"(830, 622)"
./train/dent/5349.jpg,dent,285.2,"(1402, 1051)"
./train/dent/5350.jpg,dent,106.368,"(1445, 1083)"
./train/dent/5352.jpg,dent,221.815,"(1153, 864)"
./train/dent/5363.jpg,dent,60.721,"(844, 633)"
./train/dent/5367.jpg,dent,144.052,"(882, 661)"
./train/dent/5369.jpg,dent,83.316,"(888, 666)"
./train/dent/5372.jpg,dent,66.162,"(823, 617)"
./train/dent/5373.jpg,dent,63.039,"(886, 664)"
./train/dent/5374.jpg,dent,66.277,"(817, 612)"
./train/dent/5380.jpg,dent,379.211,"(1465, 1098)"
./train/dent/5383.jpg,dent,85.771,"(871, 653)"
./train/dent/5386.jpg,dent,224.737,"(1269, 951)"
./train/dent/5389.jpg,dent,133.126,"(1213, 909)"
./train/dent/5395.jpg,dent,76.557,"(862, 646)"
./train/dent/5399.jpg,dent,133.72,"(885, 663)"
./train/dent/5400.jpg,dent,223.768,"(1337, 1002)"
./train/dent/5405.jpg,dent,69.313,"(835, 626)"
./train/dent/5411.jpg,dent,72.715,"(885, 663)"
./train/dent/5413.jpg,dent,84.532,"(862, 646)"
./train/dent/5418.jpg,dent,335.636,"(1279, 959)"
./train/dent/5422.jpg,dent,76.395,"(854, 640)"
./train/dent/5424.jpg,dent,66.678,"(837, 627)"
./train/dent/5428.jpg,dent,184.186,"(1360, 1020)"
./train/dent/5432.jpg,dent,153.698,"(897, 672)"
./train/dent/5436.jpg,dent,93.49,"(861, 645)"
./train/dent/5439.jpg,dent,104.755,"(1140, 855)"
./train/dent/544.jpg,dent,151.397,"(847, 635)"
./train/dent/5448.jpg,dent,69.545,"(892, 669)"
./train/dent/5455.jpg,dent,132.188,"(1279, 959)"
./train/dent/5456.jpg,dent,60.609,"(888, 666)"
./train/dent/5462.jpg,dent,130.934,"(1382, 1036)"
./train/dent/5464.jpg,dent,231.206,"(1269, 951)"
./train/dent/5466.jpg,dent,251.805,"(1191, 893)"
./train/dent/5467.jpg,dent,62.227,"(896, 672)"
./train/dent/5469.jpg,dent,129.417,"(1396, 1047)"
./train/dent/5470.jpg,dent,122.169,"(881, 660)"
./train/dent/5472.jpg,dent,81.442,"(892, 669)"
./train/dent/5477.jpg,dent,72.445,"(878, 658)"
./train/dent/5493.jpg,dent,112.845,"(1146, 859)"
./train/dent/5498.jpg,dent,80.049,"(897, 672)"
./train/dent/5500.jpg,dent,176.438,"(1258, 943)"
./train/dent/5501.jpg,dent,78.113,"(892, 669)"
./train/dent/5504.jpg,dent,86.882,"(892, 669)"
./train/dent/5505.jpg,dent,212.38,"(1277, 957)"
./train/dent/5511.jpg,dent,88.252,"(895, 671)"
./train/dent/5517.jpg,dent,188.652,"(1308, 981)"
./train/dent/5518.jpg,dent,70.274,"(861, 645)"
./train/dent/5519.jpg,dent,129.896,"(1183, 887)"
./train/dent/5520.jpg,dent,77.96,"(817, 612)"
./train/dent/5522.jpg,dent,73.555,"(860, 645)"
./train/dent/5526.jpg,dent,65.422,"(803, 602)"
./train/dent/5534.jpg,dent,85.874,"(1235, 926)"
./train/dent/5539.jpg,dent,71.155,"(828, 621)"
./train/dent/5550.jpg,dent,62.27,"(856, 642)"
./train/dent/5554.jpg,dent,139.953,"(1262, 946)"
./train/dent/5555.jpg,dent,114.315,"(1205, 903)"
./train/dent/5559.jpg,dent,324.092,"(1205, 903)"
./train/dent/5563.jpg,dent,74.13,"(830, 622)"
./train/dent/5567.jpg,dent,55.695,"(818, 613)"
./train/dent/5571.jpg,dent,72.4,"(882, 661)"
./train/dent/5575.jpg,dent,113.674,"(888, 666)"
./train/dent/5576.jpg,dent,86.344,"(817, 612)"
./train/dent/5577.jpg,dent,73.664,"(856, 642)"
./train/dent/5584.jpg,dent,175.39,"(1281, 960)"
./train/dent/5594.jpg,dent,88.997,"(899, 674)"
./train/dent/5595.jpg,dent,96.014,"(1195, 896)"
./train/dent/56.jpg,dent,54.822,"(828, 621)"
./train/dent/5605.jpg,dent,92.518,"(1247, 935)"
./train/dent/5610.jpg,dent,63.27,"(820, 615)"
./train/dent/5615.jpg,dent,132.132,"(1321, 990)"
./train/dent/5641.jpg,dent,123.024,"(1261, 945)"
./train/dent/5646.jpg,dent,66.502,"(858, 643)"
./train/dent/5650.jpg,dent,137.969,"(1376, 1032)"
./train/dent/5652.jpg,dent,90.681,"(809, 606)"
./train/dent/5662.jpg,dent,305.804,"(1447, 1085)"
./train/dent/5664.jpg,dent,164.69,"(886, 664)"
./train/dent/5673.jpg,dent,124.686,"(1233, 924)"
./train/dent/5687.jpg,dent,107.71,"(868, 651)"
./train/dent/5688.jpg,dent,63.578,"(821, 615)"
./train/dent/5689.jpg,dent,213.127,"(1149, 861)"
./train/dent/57.jpg,dent,216.699,"(1248, 936)"
./train/dent/5701.jpg,dent,71.184,"(891, 668)"
./train/dent/5706.jpg,dent,71.114,"(812, 609)"
./train/dent/5709.jpg,dent,120.839,"(1397, 1047)"
./train/dent/5712.jpg,dent,71.995,"(870, 652)"
./train/dent/5716.jpg,dent,344.209,"(1487, 1115)"
./train/dent/5724.jpg,dent,99.698,"(1185, 888)"
./train/dent/5726.jpg,dent,55.689,"(808, 606)"
./train/dent/5735.jpg,dent,104.625,"(1127, 845)"
./train/dent/5738.jpg,dent,66.194,"(857, 642)"
./train/dent/5743.jpg,dent,101.217,"(1330, 997)"
./train/dent/5744.jpg,dent,77.791,"(823, 617)"
./train/dent/5746.jpg,dent,326.403,"(1474, 1105)"
./train/dent/576.jpg,dent,159.28,"(1269, 951)"
./train/dent/5760.jpg,dent,117.287,"(813, 609)"
./train/dent/5768.jpg,dent,97.701,"(897, 672)"
./train/dent/5773.jpg,dent,65.945,"(833, 624)"
./train/dent/5774.jpg,dent,72.02,"(835, 626)"
./train/dent/5775.jpg,dent,99.154,"(1263, 947)"
./train/dent/5777.jpg,dent,56.934,"(852, 639)"
./train/dent/578.jpg,dent,78.533,"(862, 646)"
./train/dent/5780.jpg,dent,138.4,"(1394, 1045)"
./train/dent/5781.jpg,dent,324.693,"(1359, 1019)"
./train/dent/5786.jpg,dent,101.867,"(887, 665)"
./train/dent/579.jpg,dent,229.54,"(1279, 959)"
./train/dent/5792.jpg,dent,60.555,"(892, 669)"
./train/dent/5795.jpg,dent,76.19,"(830, 622)"
./train/dent/5796.jpg,dent,85.965,"(892, 669)"
./train/dent/5800.jpg,dent,148.158,"(850, 637)"
./train/dent/5809.jpg,dent,55.852,"(877, 657)"
./train/dent/581.jpg,dent,70.061,"(845, 633)"
./train/dent/5811.jpg,dent,94.604,"(894, 670)"
./train/dent/5816.jpg,dent,101.662,"(1161, 870)"
./train/dent/5817.jpg,dent,241.69,"(1243, 932)"
./train/dent/582.jpg,dent,143.715,"(1491, 1118)"
./train/dent/5820.jpg,dent,64.827,"(873, 654)"
./train/dent/5825.jpg,dent,236.732,"(1234, 925)"
./train/dent/583.jpg,dent,107.363,"(1282, 961)"
./train/dent/5833.jpg,dent,86.889,"(900, 675)"
./train/dent/5834.jpg,dent,103.579,"(900, 675)"
./train/dent/5835.jpg,dent,271.885,"(1181, 885)"
./train/dent/5845.jpg,dent,131.084,"(1104, 828)"
./train/dent/5848.jpg,dent,196.728,"(1353, 1014)"
./train/dent/585.jpg,dent,241.676,"(1411, 1058)"
./train/dent/5852.jpg,dent,95.823,"(860, 645)"
./train/dent/5861.jpg,dent,109.743,"(1253, 939)"
./train/dent/5864.jpg,dent,98.649,"(870, 652)"
./train/dent/5878.jpg,dent,130.995,"(892, 669)"
./train/dent/588.jpg,dent,91.532,"(881, 660)"
./train/dent/5880.jpg,dent,92.194,"(875, 656)"
./train/dent/5881.jpg,dent,121.188,"(1209, 906)"
./train/dent/5884.jpg,dent,103.233,"(862, 646)"
./train/dent/5894.jpg,dent,290.907,"(1440, 1080)"
./train/dent/5903.jpg,dent,165.148,"(1276, 957)"
./train/dent/5906.jpg,dent,58.585,"(828, 621)"
./train/dent/5908.jpg,dent,343.632,"(1340, 1005)"
./train/dent/5909.jpg,dent,126.55,"(1376, 1032)"
./train/dent/5910.jpg,dent,94.044,"(1228, 921)"
./train/dent/5914.jpg,dent,150.849,"(1259, 944)"
./train/dent/592.jpg,dent,287.989,"(1420, 1065)"
./train/dent/5921.jpg,dent,88.207,"(1188, 891)"
./train/dent/5923.jpg,dent,142.434,"(1435, 1076)"
./train/dent/5925.jpg,dent,331.499,"(1491, 1118)"
./train/dent/5926.jpg,dent,112.896,"(1218, 913)"
./train/dent/5929.jpg,dent,57.961,"(819, 614)"
./train/dent/5930.jpg,dent,69.846,"(1196, 897)"
./train/dent/594.jpg,dent,147.709,"(1131, 848)"
./train/dent/5951.jpg,dent,67.604,"(864, 648)"
./train/dent/5952.jpg,dent,52.111,"(859, 644)"
./train/dent/5955.jpg,dent,182.628,"(1458, 1093)"
./train/dent/596.jpg,dent,73.678,"(885, 663)"
./train/dent/5967.jpg,dent,102.408,"(1147, 860)"
./train/dent/5974.jpg,dent,74.781,"(867, 650)"
./train/dent/5976.jpg,dent,125.396,"(889, 666)"
./train/dent/5979.jpg,dent,116.613,"(1390, 1042)"
./train/dent/5980.jpg,dent,87.612,"(859, 644)"
./train/dent/5981.jpg,dent,136.348,"(825, 618)"
./train/dent/5996.jpg,dent,55.102,"(819, 614)"
./train/dent/6000.jpg,dent,167.785,"(1412, 1059)"
./train/dent/6001.jpg,dent,302.602,"(1379, 1034)"
./train/dent/6002.jpg,dent,51.813,"(880, 660)"
./train/dent/6011.jpg,dent,103.962,"(822, 616)"
./train/dent/6016.jpg,dent,44.909,"(813, 609)"
./train/dent/6018.jpg,dent,133.909,"(1497, 1122)"
./train/dent/602.jpg,dent,145.887,"(821, 615)"
./train/dent/6022.jpg,dent,58.881,"(828, 621)"
./train/dent/6032.jpg,dent,107.846,"(880, 660)"
./train/dent/6034.jpg,dent,58.353,"(819, 614)"
./train/dent/6038.jpg,dent,47.706,"(807, 605)"
./train/dent/6040.jpg,dent,99.188,"(884, 663)"
./train/dent/6046.jpg,dent,129.906,"(1104, 828)"
./train/dent/6051.jpg,dent,136.784,"(1461, 1095)"
./train/dent/6052.jpg,dent,164.499,"(1175, 881)"
./train/dent/6053.jpg,dent,269.889,"(1483, 1112)"
./train/dent/6061.jpg,dent,93.252,"(887, 665)"
./train/dent/6062.jpg,dent,65.158,"(884, 663)"
./train/dent/6065.jpg,dent,73.586,"(829, 621)"
./train/dent/6067.jpg,dent,232.904,"(1357, 1017)"
./train/dent/6071.jpg,dent,158.075,"(1352, 1014)"
./train/dent/6082.jpg,dent,110.393,"(1207, 905)"
./train/dent/6085.jpg,dent,52.083,"(845, 633)"
./train/dent/6089.jpg,dent,79.065,"(845, 633)"
./train/dent/6095.jpg,dent,52.634,"(847, 635)"
./train/dent/6106.jpg,dent,207.255,"(1234, 925)"
./train/dent/6108.jpg,dent,61.745,"(845, 633)"
./train/dent/611.jpg,dent,92.891,"(887, 665)"
./train/dent/6111.jpg,dent,258.171,"(1437, 1077)"
./train/dent/6114.jpg,dent,114.964,"(1273, 954)"
./train/dent/6116.jpg,dent,111.967,"(890, 667)"
./train/dent/6117.jpg,dent,121.803,"(1460, 1095)"
./train/dent/6118.jpg,dent,102.037,"(1172, 879)"
./train/dent/6122.jpg,dent,103.079,"(825, 618)"
./train/dent/6132.jpg,dent,88.442,"(865, 648)"
./train/dent/6134.jpg,dent,111.804,"(863, 647)"
./train/dent/6142.jpg,dent,98.621,"(823, 617)"
./train/dent/6148.jpg,dent,238.374,"(1376, 1032)"
./train/dent/6154.jpg,dent,139.198,"(1494, 1120)"
./train/dent/6155.jpg,dent,147.467,"(1323, 992)"
./train/dent/6156.jpg,dent,65.511,"(805, 603)"
./train/dent/6159.jpg,dent,79.74,"(862, 646)"
./train/dent/6160.jpg,dent,287.842,"(1186, 889)"
./train/dent/6163.jpg,dent,69.357,"(834, 625)"
./train/dent/6166.jpg,dent,268.415,"(1320, 990)"
./train/dent/6167.jpg,dent,44.662,"(862, 646)"
./train/dent/6170.jpg,dent,59.063,"(814, 610)"
./train/dent/6177.jpg,dent,126.04,"(1425, 1068)"
./train/dent/6185.jpg,dent,110.0,"(1129, 846)"
./train/dent/6187.jpg,dent,74.021,"(850, 637)"
./train/dent/6188.jpg,dent,261.815,"(1272, 954)"
./train/dent/619.jpg,dent,181.29,"(900, 675)"
./train/dent/6194.jpg,dent,58.374,"(801, 600)"
./train/dent/6195.jpg,dent,109.525,"(1157, 867)"
./train/dent/620.jpg,dent,87.313,"(1127, 845)"
./train/dent/6204.jpg,dent,363.936,"(1354, 1015)"
./train/dent/6207.jpg,dent,126.62,"(1392, 1044)"
./train/dent/6208.jpg,dent,288.049,"(1330, 997)"
./train/dent/6209.jpg,dent,140.386,"(820, 615)"
./train/dent/6210.jpg,dent,374.58,"(1463, 1097)"
./train/dent/6223.jpg,dent,162.82,"(1367, 1025)"
./train/dent/6224.jpg,dent,82.585,"(836, 627)"
./train/dent/6229.jpg,dent,147.973,"(805, 603)"
./train/dent/6230.jpg,dent,130.799,"(1145, 858)"
./train/dent/6239.jpg,dent,187.005,"(1454, 1090)"
./train/dent/624.jpg,dent,110.659,"(1140, 855)"
./train/dent/6242.jpg,dent,118.609,"(1267, 950)"
./train/dent/6244.jpg,dent,70.574,"(844, 633)"
./train/dent/6246.jpg,dent,272.68,"(1314, 985)"
./train/dent/6251.jpg,dent,74.207,"(849, 636)"
./train/dent/6252.jpg,dent,126.524,"(1373, 1029)"
./train/dent/6255.jpg,dent,175.963,"(1319, 989)"
./train/dent/6264.jpg,dent,145.826,"(1264, 948)"
./train/dent/6266.jpg,dent,210.787,"(1477, 1107)"
./train/dent/6268.jpg,dent,209.376,"(1203, 902)"
./train/dent/6277.jpg,dent,76.856,"(852, 639)"
./train/dent/6278.jpg,dent,95.842,"(1128, 846)"
./train/dent/6280.jpg,dent,120.028,"(1101, 825)"
./train/dent/6283.jpg,dent,72.939,"(898, 673)"
./train/dent/6297.jpg,dent,61.163,"(869, 651)"
./train/dent/6298.jpg,dent,177.893,"(1207, 905)"
./train/dent/6300.jpg,dent,68.613,"(878, 658)"
./train/dent/6314.jpg,dent,70.004,"(869, 651)"
./train/dent/6315.jpg,dent,65.882,"(815, 611)"
./train/dent/6319.jpg,dent,247.703,"(1481, 1110)"
./train/dent/632.jpg,dent,299.83,"(1445, 1083)"
./train/dent/6323.jpg,dent,127.723,"(1493, 1119)"
./train/dent/6328.jpg,dent,201.918,"(1416, 1062)"
./train/dent/6330.jpg,dent,59.88,"(816, 612)"
./train/dent/6334.jpg,dent,80.67,"(1118, 838)"
./train/dent/6340.jpg,dent,105.921,"(1255, 941)"
./train/dent/6341.jpg,dent,77.367,"(894, 670)"
./train/dent/635.jpg,dent,64.581,"(861, 645)"
./train/dent/6351.jpg,dent,162.882,"(1304, 978)"
./train/dent/6356.jpg,dent,67.01,"(856, 642)"
./train/dent/6361.jpg,dent,176.167,"(1457, 1092)"
./train/dent/6362.jpg,dent,64.556,"(801, 600)"
./train/dent/6367.jpg,dent,85.26,"(847, 635)"
./train/dent/6373.jpg,dent,92.8,"(1100, 825)"
./train/dent/6387.jpg,dent,61.029,"(855, 641)"
./train/dent/6388.jpg,dent,140.104,"(1305, 978)"
./train/dent/6390.jpg,dent,121.159,"(825, 618)"
./train/dent/6393.jpg,dent,206.813,"(1340, 1005)"
./train/dent/6395.jpg,dent,163.822,"(1417, 1062)"
./train/dent/64.jpg,dent,115.733,"(1153, 864)"
./train/dent/6406.jpg,dent,41.42,"(826, 619)"
./train/dent/6411.jpg,dent,140.106,"(1238, 928)"
./train/dent/6413.jpg,dent,345.578,"(1369, 1026)"
./train/dent/6418.jpg,dent,130.076,"(890, 667)"
./train/dent/6421.jpg,dent,180.641,"(1222, 916)"
./train/dent/6423.jpg,dent,56.391,"(802, 601)"
./train/dent/6426.jpg,dent,144.79,"(1340, 1005)"
./train/dent/6430.jpg,dent,92.909,"(812, 609)"
./train/dent/6433.jpg,dent,77.613,"(818, 613)"
./train/dent/6438.jpg,dent,161.675,"(1399, 1049)"
./train/dent/6440.jpg,dent,126.804,"(1480, 1110)"
./train/dent/6445.jpg,dent,143.906,"(1413, 1059)"
./train/dent/6450.jpg,dent,109.146,"(843, 632)"
./train/dent/6452.jpg,dent,122.147,"(1197, 897)"
./train/dent/6454.jpg,dent,205.338,"(1428, 1071)"
./train/dent/6455.jpg,dent,99.815,"(1138, 853)"
./train/dent/6457.jpg,dent,176.988,"(1252, 939)"
./train/dent/6458.jpg,dent,72.943,"(837, 627)"
./train/dent/646.jpg,dent,103.901,"(855, 641)"
./train/dent/6464.jpg,dent,106.972,"(1359, 1019)"
./train/dent/6469.jpg,dent,182.467,"(1350, 1012)"
./train/dent/6473.jpg,dent,92.258,"(1115, 836)"
./train/dent/6476.jpg,dent,121.668,"(1227, 920)"
./train/dent/6480.jpg,dent,77.523,"(876, 657)"
./train/dent/6485.jpg,dent,159.69,"(854, 640)"
./train/dent/6491.jpg,dent,102.479,"(1220, 915)"
./train/dent/6494.jpg,dent,100.775,"(873, 654)"
./train/dent/6495.jpg,dent,68.828,"(851, 638)"
./train/dent/65.jpg,dent,238.471,"(1395, 1046)"
./train/dent/6502.jpg,dent,76.347,"(810, 607)"
./train/dent/6510.jpg,dent,87.409,"(837, 627)"
./train/dent/6511.jpg,dent,97.658,"(1168, 876)"
./train/dent/6513.jpg,dent,50.163,"(833, 624)"
./train/dent/6514.jpg,dent,346.975,"(1330, 997)"
./train/dent/6517.jpg,dent,149.438,"(1211, 908)"
./train/dent/6519.jpg,dent,96.639,"(877, 657)"
./train/dent/6521.jpg,dent,259.246,"(1290, 967)"
./train/dent/653.jpg,dent,135.029,"(1346, 1009)"
./train/dent/6533.jpg,dent,145.529,"(1274, 955)"
./train/dent/6535.jpg,dent,207.863,"(1463, 1097)"
./train/dent/6543.jpg,dent,285.227,"(1493, 1119)"
./train/dent/6547.jpg,dent,61.789,"(891, 668)"
./train/dent/6548.jpg,dent,65.685,"(803, 602)"
./train/dent/6551.jpg,dent,66.789,"(895, 671)"
./train/dent/6555.jpg,dent,100.685,"(1394, 1045)"
./train/dent/6559.jpg,dent,93.294,"(805, 603)"
./train/dent/6560.jpg,dent,47.326,"(801, 600)"
./train/dent/6572.jpg,dent,225.542,"(1471, 1103)"
./train/dent/6574.jpg,dent,281.389,"(1279, 959)"
./train/dent/658.jpg,dent,105.283,"(1171, 878)"
./train/dent/6583.jpg,dent,113.798,"(1161, 870)"
./train/dent/6586.jpg,dent,141.149,"(861, 645)"
./train/dent/6587.jpg,dent,68.984,"(886, 664)"
./train/dent/659.jpg,dent,118.694,"(869, 651)"
./train/dent/6590.jpg,dent,60.251,"(851, 638)"
./train/dent/6597.jpg,dent,76.586,"(826, 619)"
./train/dent/6598.jpg,dent,68.422,"(813, 609)"
./train/dent/6604.jpg,dent,90.346,"(889, 666)"
./train/dent/6605.jpg,dent,144.956,"(1226, 919)"
./train/dent/6607.jpg,dent,67.817,"(875, 656)"
./train/dent/6608.jpg,dent,67.803,"(870, 652)"
./train/dent/6611.jpg,dent,98.791,"(1303, 977)"
./train/dent/6620.jpg,dent,140.028,"(1392, 1044)"
./train/dent/6626.jpg,dent,113.816,"(1436, 1077)"
./train/dent/6627.jpg,dent,69.75,"(800, 600)"
./train/dent/6635.jpg,dent,42.378,"(816, 612)"
./train/dent/6638.jpg,dent,140.848,"(1470, 1102)"
./train/dent/6643.jpg,dent,160.716,"(837, 627)"
./train/dent/6646.jpg,dent,137.388,"(855, 641)"
./train/dent/6647.jpg,dent,92.664,"(1176, 882)"
./train/dent/6648.jpg,dent,122.592,"(1411, 1058)"
./train/dent/6652.jpg,dent,131.802,"(1239, 929)"
./train/dent/666.jpg,dent,78.785,"(859, 644)"
./train/dent/6667.jpg,dent,175.873,"(1259, 944)"
./train/dent/6668.jpg,dent,138.516,"(1437, 1077)"
./train/dent/6674.jpg,dent,127.963,"(1472, 1104)"
./train/dent/6681.jpg,dent,64.566,"(831, 623)"
./train/dent/6691.jpg,dent,161.461,"(1334, 1000)"
./train/dent/6692.jpg,dent,151.739,"(1276, 957)"
./train/dent/6696.jpg,dent,91.036,"(852, 639)"
./train/dent/6697.jpg,dent,95.358,"(1486, 1114)"
./train/dent/6708.jpg,dent,98.256,"(806, 604)"
./train/dent/6714.jpg,dent,160.793,"(1305, 978)"
./train/dent/6715.jpg,dent,82.119,"(893, 669)"
./train/dent/6716.jpg,dent,93.096,"(851, 638)"
./train/dent/6723.jpg,dent,87.989,"(874, 655)"
./train/dent/6724.jpg,dent,94.233,"(866, 649)"
./train/dent/6725.jpg,dent,75.161,"(1147, 860)"
./train/dent/6730.jpg,dent,72.215,"(900, 675)"
./train/dent/6742.jpg,dent,341.561,"(1364, 1023)"
./train/dent/675.jpg,dent,130.008,"(1274, 955)"
./train/dent/6751.jpg,dent,175.106,"(1221, 915)"
./train/dent/6763.jpg,dent,170.808,"(1124, 843)"
./train/dent/6766.jpg,dent,136.189,"(1500, 1125)"
./train/dent/678.jpg,dent,62.055,"(844, 633)"
./train/dent/6780.jpg,dent,76.302,"(886, 664)"
./train/dent/6781.jpg,dent,74.066,"(815, 611)"
./train/dent/6782.jpg,dent,54.833,"(817, 612)"
./train/dent/6784.jpg,dent,156.955,"(827, 620)"
./train/dent/6792.jpg,dent,98.488,"(878, 658)"
./train/dent/6795.jpg,dent,102.453,"(1169, 876)"
./train/dent/6805.jpg,dent,68.553,"(838, 628)"
./train/dent/6806.jpg,dent,115.168,"(1367, 1025)"
./train/dent/6808.jpg,dent,211.203,"(1383, 1037)"
./train/dent/681.jpg,dent,106.5,"(1365, 1023)"
./train/dent/6816.jpg,dent,46.759,"(884, 663)"
./train/dent/682.jpg,dent,50.484,"(835, 626)"
./train/dent/6820.jpg,dent,69.333,"(890, 667)"
./train/dent/6828.jpg,dent,107.641,"(833, 624)"
./train/dent/6834.jpg,dent,66.516,"(878, 658)"
./train/dent/6850.jpg,dent,145.623,"(1298, 973)"
./train/dent/6851.jpg,dent,63.758,"(800, 600)"
./train/dent/6856.jpg,dent,75.339,"(824, 618)"
./train/dent/6860.jpg,dent,66.679,"(825, 618)"
./train/dent/6862.jpg,dent,230.306,"(1334, 1000)"
./train/dent/6870.jpg,dent,82.862,"(874, 655)"
./train/dent/6872.jpg,dent,136.099,"(1336, 1002)"
./train/dent/6873.jpg,dent,147.414,"(1437, 1077)"
./train/dent/6880.jpg,dent,125.113,"(1357, 1017)"
./train/dent/6896.jpg,dent,53.485,"(887, 665)"
./train/dent/690.jpg,dent,79.854,"(867, 650)"
./train/dent/6906.jpg,dent,196.597,"(1335, 1001)"
./train/dent/6913.jpg,dent,96.78,"(878, 658)"
./train/dent/6922.jpg,dent,160.832,"(834, 625)"
./train/dent/6924.jpg,dent,135.936,"(1284, 963)"
./train/dent/6926.jpg,dent,141.688,"(1495, 1121)"
./train/dent/6929.jpg,dent,128.807,"(893, 669)"
./train/dent/6932.jpg,dent,133.778,"(1421, 1065)"
./train/dent/6938.jpg,dent,152.747,"(815, 611)"
./train/dent/6947.jpg,dent,185.26,"(1297, 972)"
./train/dent/6949.jpg,dent,136.232,"(1381, 1035)"
./train/dent/6953.jpg,dent,96.975,"(804, 603)"
./train/dent/6957.jpg,dent,104.918,"(820, 615)"
./train/dent/6962.jpg,dent,115.676,"(1330, 997)"
./train/dent/6967.jpg,dent,124.988,"(1361, 1020)"
./train/dent/6970.jpg,dent,61.048,"(815, 611)"
./train/dent/6971.jpg,dent,271.634,"(1462, 1096)"
./train/dent/698.jpg,dent,92.95,"(810, 607)"
./train/dent/6988.jpg,dent,48.674,"(814, 610)"
./train/dent/6989.jpg,dent,57.102,"(821, 615)"
./train/dent/6992.jpg,dent,78.136,"(1175, 881)"
./train/dent/6997.jpg,dent,138.181,"(1335, 1001)"
./train/dent/7003.jpg,dent,95.581,"(896, 672)"
./train/dent/7005.jpg,dent,122.893,"(809, 606)"
./train/dent/7013.jpg,dent,57.162,"(859, 644)"
./train/dent/7015.jpg,dent,75.223,"(879, 659)"
./train/dent/7017.jpg,dent,80.31,"(1134, 850)"
./train/dent/7026.jpg,dent,110.382,"(1274, 955)"
./train/dent/7028.jpg,dent,263.944,"(1234, 925)"
./train/dent/7032.jpg,dent,82.474,"(852, 639)"
./train/dent/7033.jpg,dent,175.8,"(1473, 1104)"
./train/dent/7039.jpg,dent,174.117,"(1312, 984)"
./train/dent/7041.jpg,dent,109.229,"(863, 647)"
./train/dent/7054.jpg,dent,81.254,"(839, 629)"
./train/dent/7055.jpg,dent,66.704,"(1181, 885)"
./train/dent/7056.jpg,dent,83.794,"(813, 609)"
./train/dent/7064.jpg,dent,90.262,"(835, 626)"
./train/dent/7069.jpg,dent,316.764,"(1485, 1113)"
./train/dent/7075.jpg,dent,166.671,"(1176, 882)"
./train/dent/7078.jpg,dent,56.976,"(802, 601)"
./train/dent/7085.jpg,dent,128.056,"(805, 603)"
./train/dent/7086.jpg,dent,219.792,"(1249, 936)"
./train/dent/7089.jpg,dent,174.521,"(1407, 1055)"
./train/dent/7112.jpg,dent,89.146,"(813, 609)"
./train/dent/7116.jpg,dent,100.082,"(1139, 854)"
./train/dent/7119.jpg,dent,125.108,"(1198, 898)"
./train/dent/7122.jpg,dent,226.918,"(1466, 1099)"
./train/dent/7123.jpg,dent,220.067,"(1103, 827)"
./train/dent/7127.jpg,dent,52.782,"(891, 668)"
./train/dent/7130.jpg,dent,70.649,"(855, 641)"
./train/dent/7134.jpg,dent,53.925,"(845, 633)"
